Sr. No.,Family,Subfamily,Tribe,Scientific Name,Common Name,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
1107,Lycaenidae,Miletinae,Liphyrini,Liphyra brassolis,Moth Butterfly,,,,,,,,,,,,,,,,,,,,
1108,Lycaenidae,Miletinae,Miletini,Miletus nymphis,Squareband Mottle,,,,,,,,,,,,,,,,,,,,
1109,Lycaenidae,Miletinae,Miletini,Miletus chinensis,Common Mottle,,,,,,,,,,,,,,,,,,,,
1110,Lycaenidae,Miletinae,Miletini,Miletus symethus,Great Mottle,,,,,,,,,,,,,,,,,,,,
1111,Lycaenidae,Miletinae,Miletini,Allotinus drumila,Crenulate Mottle,,,,,,,,,,,,,,,,,,,,
1112,Lycaenidae,Miletinae,Miletini,Allotinus unicolor,Plain Mottle,,,,,,,,,,,,,,,,,,,,
1113,Lycaenidae,Miletinae,Miletini,Allotinus taras,Brown-tipped Mottle,,,,,,,,,,,,,,,,,,,,
1114,Lycaenidae,Miletinae,Miletini,Allotinus subviolaceus,Blue Mottle,,,,,,,,,,,,,,,,,,,,
1115,Lycaenidae,Miletinae,Miletini,Logania watsoniana de,White-disc Mottle,,,,,,,,,,,,,,,,,,,,
1116,Lycaenidae,Miletinae,Miletini,Logania distanti,Dark Mottle,,,,,,,,,,,,,,,,,,,,
1117,Lycaenidae,Miletinae,Spalgini,Spalgis baiongus,Spotless Apefly,,,,,,,,,,,,,,,,,,,,
1118,Lycaenidae,Miletinae,Tarakini,Taraka hamada,Forest Pierrot,,,,,,,,,,,,,,,,,,,,
1119,Lycaenidae,Curetinae,Tarakini,Curetis saronis,Saronis Sunbeam,,,,,,,,,,,,,,,,,,,,
1120,Lycaenidae,Curetinae,Tarakini,Curetis bulis,Bright Sunbeam,,,,,,,,,,,,,,,,,,,,
1121,Lycaenidae,Curetinae,Tarakini,Curetis siva,Shiva Sunbeam,,,,,,,,,,,,,,,,,,,,
1122,Lycaenidae,Curetinae,Tarakini,Curetis naga,Yellow Sunbeam,,,,,,,,,,,,,,,,,,,,
1123,Lycaenidae,Aphnaeinae,Aphnaeini,Cigaritis abnormis,Abnormal Silverline,,,,,,,,,,,,,,,,,,,,
1124,Lycaenidae,Aphnaeinae,Aphnaeini,Cigaritis acamas,Tawny Silverline,,,,,,,,,,,,,,,,,,,,
1125,Lycaenidae,Aphnaeinae,Aphnaeini,Cigaritis conjuncta,Conjoined Silverline,,,,,,,,,,,,,,,,,,,,
1126,Lycaenidae,Aphnaeinae,Aphnaeini,Cigaritis elima,Scarce Shot Silverline,,,,,,,,,,,,,,,,,,,,
1127,Lycaenidae,Aphnaeinae,Aphnaeini,Cigaritis elwesi,Orange-spot Silverline,,,,,,,,,,,,,,,,,,,,
1128,Lycaenidae,Aphnaeinae,Aphnaeini,Cigaritis evansii,Rufous Silverline,,,,,,,,,,,,,,,,,,,,
1129,Lycaenidae,Aphnaeinae,Aphnaeini,Cigaritis gabriel,Grey Silverline,,,,,,,,,,,,,,,,,,,,
1130,Lycaenidae,Aphnaeinae,Aphnaeini,Cigaritis nipalicus,Silver-grey Silverline,,,,,,,,,,,,,,,,,,,,
1131,Lycaenidae,Aphnaeinae,Aphnaeini,Cigaritis rukma,Cinnamon Silverline,,,,,,,,,,,,,,,,,,,,
1132,Lycaenidae,Aphnaeinae,Aphnaeini,Cigaritis rukmini,Khaki Silverline,,,,,,,,,,,,,,,,,,,,
1133,Lycaenidae,Aphnaeinae,Aphnaeini,Cigaritis syama,Club Silverline,,,,,,,,,,,,,,,,,,,,
1134,Lycaenidae,Aphnaeinae,Aphnaeini,Cigaritis zhengweilie,Contiguous Silverline,,,,,,,,,,,,,,,,,,,,
1135,Lycaenidae,Polyommatinae,Polyommatini,Caleta elna,Elbowed Pierrot,,,,,,,,,,,,,,,,,,,,
1136,Lycaenidae,Polyommatinae,Polyommatini,Caleta roxus,Straight Pierrot,,,,,,,,,,,,,,,,,,,,
1137,Lycaenidae,Polyommatinae,Polyommatini,Tarucus waterstradti,Separate Pierrot,,,,,,,,,,,,,,,,,,,,
1138,Lycaenidae,Polyommatinae,Polyommatini,Tarucus venosus,Veined Pierrot,,,,,,,,,,,,,,,,,,,,
1139,Lycaenidae,Polyommatinae,Polyommatini,Tarucus hazara,Dark Violet Pierrot,,,,,,,,,,,,,,,,,,,,
1140,Lycaenidae,Polyommatinae,Polyommatini,Tarucus indica,Transparent Pierrot,,,,,,,,,,,,,,,,,,,,
1141,Lycaenidae,Polyommatinae,Polyommatini,Pithecops fulgens,Blue Quaker,,,,,,,,,,,,,,,,,,,,
1142,Lycaenidae,Polyommatinae,Polyommatini,Pithecops corvus,Forest Quaker,,,,,,,,,,,,,,,,,,,,
1143,Lycaenidae,Polyommatinae,Polyommatini,Neopithecops zalmora,Common Quaker,,,,,,,,,,,,,,,,,,,,
1144,Lycaenidae,Polyommatinae,Polyommatini,Everes argiades,Tailed Cupid,,,,,,,,,,,,,,,,,,,,
1145,Lycaenidae,Polyommatinae,Polyommatini,Everes hugelii,Dusky Blue Cupid,,,,,,,,,,,,,,,,,,,,
1146,Lycaenidae,Polyommatinae,Polyommatini,Cupido alaina,Blue-base Cupid,,,,,,,,,,,,,,,,,,,,
1147,Lycaenidae,Polyommatinae,Polyommatini,Tongeia kala,Black Cupid,,,,,,,,,,,,,,,,,,,,
1148,Lycaenidae,Polyommatinae,Polyommatini,Tongeia pseudozuthus,False Tibetan Cupid,,,,,,,,,,,,,,,,,,,,
1149,Lycaenidae,Polyommatinae,Polyommatini,Shijimia moorei,Bicolour Cupid,,,,,,,,,,,,,,,,,,,,
1150,Lycaenidae,Polyommatinae,Polyommatini,Bothrinia chennelli,Hedge Cupid,,,,,,,,,,,,,,,,,,,,
1151,Lycaenidae,Polyommatinae,Polyommatini,Acytolepis lilacea,Lilac Hedge Blue,,,,,,,,,,,,,,,,,,,,
1152,Lycaenidae,Polyommatinae,Polyommatini,Oreolyce dohertyi,Naga Hedge Blue,,,,,,,,,,,,,,,,,,,,
1153,Lycaenidae,Polyommatinae,Polyommatini,Oreolyce vardhana,Dusky Hedge Blue,,,,,,,,,,,,,,,,,,,,
1154,Lycaenidae,Polyommatinae,Polyommatini,Callenya melaena,Metallic Hedge Blue,,,,,,,,,,,,,,,,,,,,
1155,Lycaenidae,Polyommatinae,Polyommatini,Celatoxia albidisca,White-disc Hedge Blue,,,,,,,,,,,,,,,,,,,,
1156,Lycaenidae,Polyommatinae,Polyommatini,Celatoxia marginata,Margined Hedge Blue,,,,,,,,,,,,,,,,,,,,
1157,Lycaenidae,Polyommatinae,Polyommatini,Lestranicus transpectus,White-banded Hedge Blue,,,,,,,,,,,,,,,,,,,,
1158,Lycaenidae,Polyommatinae,Polyommatini,Monodontides musina,Grey Hedge Blue,,,,,,,,,,,,,,,,,,,,
1159,Lycaenidae,Polyommatinae,Polyommatini,Udara akasa,White Hedge Blue,,,,,,,,,,,,,,,,,,,,
1160,Lycaenidae,Polyommatinae,Polyommatini,Udara albocaeruleus,Albocerulean,,,,,,,,,,,,,,,,,,,,
1161,Lycaenidae,Polyommatinae,Polyommatini,Udara dilectus,Pale Hedge Blue,,,,,,,,,,,,,,,,,,,,
1162,Lycaenidae,Polyommatinae,Polyommatini,Udara selma,Selma Hedge Blue,,,,,,,,,,,,,,,,,,,,
1163,Lycaenidae,Polyommatinae,Polyommatini,Udara placidula,Placid Hedge Blue,,,,,,,,,,,,,,,,,,,,
1164,Lycaenidae,Polyommatinae,Polyommatini,Notarthrinus binghami,Purple Hedge Blue,,,,,,,,,,,,,,,,,,,,
1165,Lycaenidae,Polyommatinae,Polyommatini,Celastrina argiolus,Hill Hedge Blue,,,,,,,,,,,,,,,,,,,,
1166,Lycaenidae,Polyommatinae,Polyommatini,Celastrina gigas,Silvery Hedge Blue,,,,,,,,,,,,,,,,,,,,
1167,Lycaenidae,Polyommatinae,Polyommatini,Celastrina hersilia,Hersilia Hedge Blue,,,,,,,,,,,,,,,,,,,,
1168,Lycaenidae,Polyommatinae,Polyommatini,Celastrina huegelii,Large Hedge Blue,,,,,,,,,,,,,,,,,,,,
1169,Lycaenidae,Polyommatinae,Polyommatini,Celastrina oreana,Jaintia Hedge Blue,,,,,,,,,,,,,,,,,,,,
1170,Lycaenidae,Polyommatinae,Polyommatini,Phengaris atroguttata,Great Spotted Blue,,,,,,,,,,,,,,,,,,,,
1171,Lycaenidae,Polyommatinae,Polyommatini,Pseudophilotes vicrama,Chequered Blue,,,,,,,,,,,,,,,,,,,,
1172,Lycaenidae,Polyommatinae,Polyommatini,Agriades ellisi,Pangi Mountain Blue,,,,,,,,,,,,,,,,,,,,
1173,Lycaenidae,Polyommatinae,Polyommatini,Agriades jaloka,Jaloka Mountain Blue,,,,,,,,,,,,,,,,,,,,
1174,Lycaenidae,Polyommatinae,Polyommatini,Agriades leela,Leela Mountain Blue,,,,,,,,,,,,,,,,,,,,
1175,Lycaenidae,Polyommatinae,Polyommatini,Agriades pheretiades,Greenish Mountain Blue,,,,,,,,,,,,,,,,,,,,
1176,Lycaenidae,Polyommatinae,Polyommatini,Agriades sikkima,Sikkim Mountain Blue,,,,,,,,,,,,,,,,,,,,
1177,Lycaenidae,Polyommatinae,Polyommatini,Agriades arcaseia,Eastern Mountain Blue,,,,,,,,,,,,,,,,,,,,
1178,Lycaenidae,Polyommatinae,Polyommatini,Albulina asiatica,Azure Mountain Blue,,,,,,,,,,,,,,,,,,,,
1179,Lycaenidae,Polyommatinae,Polyommatini,Albulina chrysopis,Bright Green-underwing,,,,,,,,,,,,,,,,,,,,
1180,Lycaenidae,Polyommatinae,Polyommatini,Albulina galathea,Large Green-underwing,,,,,,,,,,,,,,,,,,,,
1181,Lycaenidae,Polyommatinae,Polyommatini,Albulina lehanus,Leh Mountain Blue,,,,,,,,,,,,,,,,,,,,
1182,Lycaenidae,Polyommatinae,Polyommatini,Albulina metallica,Metallic Green-underwing,,,,,,,,,,,,,,,,,,,,
1183,Lycaenidae,Polyommatinae,Polyommatini,Albulina omphisa,Dusky Green-underwing,,,,,,,,,,,,,,,,,,,,
1184,Lycaenidae,Polyommatinae,Polyommatini,Albulina pharis,Tibetan Mountain Blue,,,,,,,,,,,,,,,,,,,,
1185,Lycaenidae,Polyommatinae,Polyommatini,Albulina selma,Selma Mountain Blue,,,,,,,,,,,,,,,,,,,,
1186,Lycaenidae,Polyommatinae,Polyommatini,Patricius younghusbandi,Chumbi Green-underwing,,,,,,,,,,,,,,,,,,,,
1187,Lycaenidae,Polyommatinae,Polyommatini,Aricia agestis,Orange-bordered Argus,,,,,,,,,,,,,,,,,,,,
1188,Lycaenidae,Polyommatinae,Polyommatini,Aricia artaxerxes,Northern Brown Argus,,,,,,,,,,,,,,,,,,,,
1189,Lycaenidae,Polyommatinae,Polyommatini,Turanana chitrali,Chitral Argus Blue,,,,,,,,,,,,,,,,,,,,
1190,Lycaenidae,Polyommatinae,Polyommatini,Eumedonia annulata,Chumbi Argus,,,,,,,,,,,,,,,,,,,,
1191,Lycaenidae,Polyommatinae,Polyommatini,Eumedonia astorica,Astor Argus,,,,,,,,,,,,,,,,,,,,
1192,Lycaenidae,Polyommatinae,Polyommatini,Eumedonia eumedon,Streaked Argus,,,,,,,,,,,,,,,,,,,,
1193,Lycaenidae,Polyommatinae,Polyommatini,Iolana gigantea,Large Meadow Blue,,,,,,,,,,,,,,,,,,,,
1194,Lycaenidae,Polyommatinae,Polyommatini,Plebejus devanica,Dusky Meadow Blue,,,,,,,,,,,,,,,,,,,,
1195,Lycaenidae,Polyommatinae,Polyommatini,Plebejus gooraisica,Gorai Meadow Blue,,,,,,,,,,,,,,,,,,,,
1196,Lycaenidae,Polyommatinae,Polyommatini,Plebejus rupala,Rupal Meadow Blue,,,,,,,,,,,,,,,,,,,,
1197,Lycaenidae,Polyommatinae,Polyommatini,Plebejus samudra,Sea Jewel Blue,,,,,,,,,,,,,,,,,,,,
1198,Lycaenidae,Polyommatinae,Polyommatini,Plebejus sartoides,Brilliant Meadow Blue,,,,,,,,,,,,,,,,,,,,
1199,Lycaenidae,Polyommatinae,Polyommatini,Polyommatus ariana,Aryan Meadow Blue,,,,,,,,,,,,,,,,,,,,
1200,Lycaenidae,Polyommatinae,Polyommatini,Polyommatus bilucha,Silvery Meadow Blue,,,,,,,,,,,,,,,,,,,,
1201,Lycaenidae,Polyommatinae,Polyommatini,Polyommatus dux,Kumaon Meadow Blue,,,,,,,,,,,,,,,,,,,,
1202,Lycaenidae,Polyommatinae,Polyommatini,Polyommatus fraterluci,Plain Meadow Blue,,,,,,,,,,,,,,,,,,,,
1203,Lycaenidae,Polyommatinae,Polyommatini,Polyommatus hunza,Hunza Meadow Blue,,,,,,,,,,,,,,,,,,,,
1204,Lycaenidae,Polyommatinae,Polyommatini,Polyommatus nepalensis,Nepal Meadow Blue,,,,,,,,,,,,,,,,,,,,
1205,Lycaenidae,Polyommatinae,Polyommatini,Polyommatus pseuderos,Red-spotted Meadow Blue,,,,,,,,,,,,,,,,,,,,
1206,Lycaenidae,Polyommatinae,Polyommatini,Polyommatus stoliczkana,Himalayan Meadow Blue,,,,,,,,,,,,,,,,,,,,
1207,Lycaenidae,Polyommatinae,Polyommatini,Polyommatus janetae,Meadow Blue,,,,,,,,,,,,,,,,,,,,
1208,Lycaenidae,Polyommatinae,Polyommatini,Polyommatus sutleja,Sutlej Meadow Blue,,,,,,,,,,,,,,,,,,,,
1209,Lycaenidae,Polyommatinae,Polyommatini,Plebejidea loewii,Large Jewel Blue,,,,,,,,,,,,,,,,,,,,
1210,Lycaenidae,Polyommatinae,Polyommatini,Plebejidea sanoga,Kashmir Jewel Blue,,,,,,,,,,,,,,,,,,,,
1211,Lycaenidae,Polyommatinae,Polyommatini,Catochrysops panormus,Silver Forget-me-not,,,,,,,,,,,,,,,,,,,,
1212,Lycaenidae,Polyommatinae,Polyommatini,Jamides caerulea,Royal Cerulean,,,,,,,,,,,,,,,,,,,,
1213,Lycaenidae,Polyommatinae,Polyommatini,Jamides elpis,Glistening Cerulean,,,,,,,,,,,,,,,,,,,,
1214,Lycaenidae,Polyommatinae,Polyommatini,Jamides ferrari,Purplish Cerulean,,,,,,,,,,,,,,,,,,,,
1215,Lycaenidae,Polyommatinae,Polyommatini,Jamides pura,White Cerulean,,,,,,,,,,,,,,,,,,,,
1216,Lycaenidae,Polyommatinae,Polyommatini,Orthomiella pontis,Purple Straightwing Blue,,,,,,,,,,,,,,,,,,,,
1217,Lycaenidae,Polyommatinae,Polyommatini,Orthomiella ronkayana,Grey Straightwing Blue,,,,,,,,,,,,,,,,,,,,
1218,Lycaenidae,Polyommatinae,Polyommatini,Orthomiella rantaizana,Flashy Straightwing Blue,,,,,,,,,,,,,,,,,,,,
1219,Lycaenidae,Polyommatinae,Polyommatini,Una usta,Singleton,,,,,,,,,,,,,,,,,,,,
1220,Lycaenidae,Polyommatinae,Polyommatini,Catopyrops ancyra,Aberrant Lineblue,,,,,,,,,,,,,,,,,,,,
1221,Lycaenidae,Polyommatinae,Polyommatini,Ionolyce helicon,Pointed Lineblue,,,,,,,,,,,,,,,,,,,,
1222,Lycaenidae,Polyommatinae,Polyommatini,Nacaduba pactolus,Large Four-Lineblue,,,,,,,,,,,,,,,,,,,,
1223,Lycaenidae,Polyommatinae,Polyommatini,Nacaduba hermus,Pale Four-Lineblue,,,,,,,,,,,,,,,,,,,,
1224,Lycaenidae,Polyommatinae,Polyommatini,Nacaduba pavana,Small Four-Lineblue,,,,,,,,,,,,,,,,,,,,
1225,Lycaenidae,Polyommatinae,Polyommatini,Nacaduba sanaya,Jewel Four-Lineblue,,,,,,,,,,,,,,,,,,,,
1226,Lycaenidae,Polyommatinae,Polyommatini,Nacaduba subperusia,Violet Four-Lineblue,,,,,,,,,,,,,,,,,,,,
1227,Lycaenidae,Polyommatinae,Polyommatini,Nacaduba beroe,Opaque Six-Lineblue,,,,,,,,,,,,,,,,,,,,
1228,Lycaenidae,Polyommatinae,Polyommatini,Nacaduba calauria,Dark Six-Lineblue,,,,,,,,,,,,,,,,,,,,
1229,Lycaenidae,Polyommatinae,Polyommatini,Nacaduba berenice,Rounded Six-Lineblue,,,,,,,,,,,,,,,,,,,,
1230,Lycaenidae,Polyommatinae,Polyommatini,Prosotas aluta,Banded Lineblue,,,,,,,,,,,,,,,,,,,,
1231,Lycaenidae,Polyommatinae,Polyommatini,Prosotas bhutea,Bhutia Lineblue,,,,,,,,,,,,,,,,,,,,
1232,Lycaenidae,Polyommatinae,Polyommatini,Prosotas lutea,Brown Lineblue,,,,,,,,,,,,,,,,,,,,
1233,Lycaenidae,Polyommatinae,Polyommatini,Prosotas pia,Additional Lineblue,,,,,,,,,,,,,,,,,,,,
1234,Lycaenidae,Polyommatinae,Niphandini,Niphanda cymbia de,Pointed Pierrot,,,,,,,,,,,,,,,,,,,,
1235,Lycaenidae,Polyommatinae,Lycaenesthini,Anthene emolus,Common Ciliate Blue,,,,,,,,,,,,,,,,,,,,
1236,Lycaenidae,Lycaeninae,Lycaenesthini,Lycaena aditya,Bright Copper,,,,,,,,,,,,,,,,,,,,
1237,Lycaenidae,Lycaeninae,Lycaenesthini,Lycaena kasyapa,Green Copper,,,,,,,,,,,,,,,,,,,,
1238,Lycaenidae,Lycaeninae,Lycaenesthini,Lycaena panava,White-bordered Copper,,,,,,,,,,,,,,,,,,,,
1239,Lycaenidae,Lycaeninae,Lycaenesthini,Lycaena phlaeas,Common Copper,,,,,,,,,,,,,,,,,,,,
1240,Lycaenidae,Lycaeninae,Lycaenesthini,Heliophorus androcles,Green Sapphire,,,,,,,,,,,,,,,,,,,,
1241,Lycaenidae,Lycaeninae,Lycaenesthini,Heliophorus moorei,Azure Sapphire,,,,,,,,,,,,,,,,,,,,
1242,Lycaenidae,Lycaeninae,Lycaenesthini,Heliophorus bakeri,Western Blue Sapphire,,,,,,,,,,,,,,,,,,,,
1243,Lycaenidae,Lycaeninae,Lycaenesthini,Heliophorus brahma,Golden Sapphire,,,,,,,,,,,,,,,,,,,,
1244,Lycaenidae,Lycaeninae,Lycaenesthini,Heliophorus epicles,Purple Sapphire,,,,,,,,,,,,,,,,,,,,
1245,Lycaenidae,Lycaeninae,Lycaenesthini,Heliophorus hybrida,Hybrid Sapphire,,,,,,,,,,,,,,,,,,,,
1246,Lycaenidae,Lycaeninae,Lycaenesthini,Heliophorus pseudonexus,Modest Sapphire,,,,,,,,,,,,,,,,,,,,
1247,Lycaenidae,Lycaeninae,Lycaenesthini,Heliophorus indicus,Dark Sapphire,,,,,,,,,,,,,,,,,,,,
1248,Lycaenidae,Lycaeninae,Lycaenesthini,Heliophorus kohimensis,Narrow-bordered Sapphire,,,,,,,,,,,,,,,,,,,,
1249,Lycaenidae,Lycaeninae,Lycaenesthini,Heliophorus oda,Eastern Blue Sapphire,,,,,,,,,,,,,,,,,,,,
1250,Lycaenidae,Lycaeninae,Lycaenesthini,Heliophorus sena,Sorrel Sapphire,,,,,,,,,,,,,,,,,,,,
1251,Lycaenidae,Lycaeninae,Lycaenesthini,Heliophorus tamu,Powdery Green Sapphire,,,,,,,,,,,,,,,,,,,,
1252,Lycaenidae,Theclinae,Eumaeini,Ahlbergia leechii,Ferruginous Hairstreak,,,,,,,,,,,,,,,,,,,,
1253,Lycaenidae,Theclinae,Eumaeini,Superflua deria,Indian White-line Hairstreak,,,,,,,,,,,,,,,,,,,,
1254,Lycaenidae,Theclinae,Eumaeini,Superflua sassanides,White-line Hairstreak,,,,,,,,,,,,,,,,,,,,
1255,Lycaenidae,Theclinae,Eumaeini,Satyrium mackwoodi,Two-tailed Hairstreak,,,,,,,,,,,,,,,,,,,,
1256,Lycaenidae,Theclinae,Theclini,Amblopala avidiena,Red Hairstreak,,,,,,,,,,,,,,,,,,,,
1257,Lycaenidae,Theclinae,Theclini,Chaetoprocta odata,Common Walnut Blue,,,,,,,,,,,,,,,,,,,,
1258,Lycaenidae,Theclinae,Theclini,Chaetoprocta kurumi,Banded Walnut Blue,,,,,,,,,,,,,,,,,,,,
1259,Lycaenidae,Theclinae,Theclini,Euaspa hishikawai,Orange-disc Hairstreak,,,,,,,,,,,,,,,,,,,,
1260,Lycaenidae,Theclinae,Theclini,Euaspa mikamii,Yellow-disc Hairstreak,,,,,,,,,,,,,,,,,,,,
1261,Lycaenidae,Theclinae,Theclini,Euaspa milionia,Water Hairstreak,,,,,,,,,,,,,,,,,,,,
1262,Lycaenidae,Theclinae,Theclini,Euaspa miyashitai,Small-spotted Hairstreak,,,,,,,,,,,,,,,,,,,,
1263,Lycaenidae,Theclinae,Theclini,Euaspa pavo,Peacock Hairstreak,,,,,,,,,,,,,,,,,,,,
1264,Lycaenidae,Theclinae,Theclini,Chrysozephyrus disparatus,Disparate Hairstreak,,,,,,,,,,,,,,,,,,,,
1265,Lycaenidae,Theclinae,Theclini,Chrysozephyrus sandersi,Extended Hairstreak,,,,,,,,,,,,,,,,,,,,
1266,Lycaenidae,Theclinae,Theclini,Chrysozephyrus intermeda,Intermediate Hairstreak,,,,,,,,,,,,,,,,,,,,
1267,Lycaenidae,Theclinae,Theclini,Chrysozephyrus tytleri,Broad Hairstreak,,,,,,,,,,,,,,,,,,,,
1268,Lycaenidae,Theclinae,Theclini,Chrysozephyrus vittata,Banded Hairstreak,,,,,,,,,,,,,,,,,,,,
1269,Lycaenidae,Theclinae,Theclini,Chrysozephyrus duma,Large Green Hairstreak,,,,,,,,,,,,,,,,,,,,
1270,Lycaenidae,Theclinae,Theclini,Chrysozephyrus dumoides,Small Green Hairstreak,,,,,,,,,,,,,,,,,,,,
1271,Lycaenidae,Theclinae,Theclini,Chrysozephyrus zoa,Powdered Green Hairstreak,,,,,,,,,,,,,,,,,,,,
1272,Lycaenidae,Theclinae,Theclini,Chrysozephyrus sikkimensis,Sikkim Hairstreak,,,,,,,,,,,,,,,,,,,,
1273,Lycaenidae,Theclinae,Theclini,Esakiozephyrus icana,Dull-green Hairstreak,,,,,,,,,,,,,,,,,,,,
1274,Lycaenidae,Theclinae,Theclini,Fujiokaozephyrus tsangkie,Straightline Hairstreak,,,,,,,,,,,,,,,,,,,,
1275,Lycaenidae,Theclinae,Theclini,Fujiokaozephyrus camurius,Dull-blue Hairstreak,,,,,,,,,,,,,,,,,,,,
1276,Lycaenidae,Theclinae,Theclini,Inomataozephyrus syla,Silver Hairstreak,,,,,,,,,,,,,,,,,,,,
1277,Lycaenidae,Theclinae,Theclini,Inomataozephyrus assamica,Patkai Green Hairstreak,,,,,,,,,,,,,,,,,,,,
1278,Lycaenidae,Theclinae,Theclini,Iwaseozephyrus mandara,Purple Hairstreak,,,,,,,,,,,,,,,,,,,,
1279,Lycaenidae,Theclinae,Theclini,Neozephyrus suroia,Cerulean Hairstreak,,,,,,,,,,,,,,,,,,,,
1280,Lycaenidae,Theclinae,Theclini,Neozephyrus yukiae,Restricted Hairstreak,,,,,,,,,,,,,,,,,,,,
1281,Lycaenidae,Theclinae,Theclini,Shirozuozephyrus birupa,Fawn Hairstreak,,,,,,,,,,,,,,,,,,,,
1282,Lycaenidae,Theclinae,Theclini,Shirozuozephyrus bhutanensis,Bhutanese Silver Hairstreak,,,,,,,,,,,,,,,,,,,,
1283,Lycaenidae,Theclinae,Theclini,Shirozuozephyrus khasia,Tailless Green Hairstreak,,,,,,,,,,,,,,,,,,,,
1284,Lycaenidae,Theclinae,Theclini,Shizuyaozephyrus ziha,White-spotted Hairstreak,,,,,,,,,,,,,,,,,,,,
1285,Lycaenidae,Theclinae,Theclini,Thermozephyrus ataxus,Wonderful Hairstreak,,,,,,,,,,,,,,,,,,,,
1286,Lycaenidae,Theclinae,Theclini,Leucantigius atayalica,Pale Hairstreak,,,,,,,,,,,,,,,,,,,,
1287,Lycaenidae,Theclinae,Amblypodiini,Iraota rochana,Scarce Silverstreak Blue,,,,,,,,,,,,,,,,,,,,
1288,Lycaenidae,Theclinae,Arhopalini,Thaduka multicaudata,Many-tailed Oakblue,,,,,,,,,,,,,,,,,,,,
1289,Lycaenidae,Theclinae,Arhopalini,Mahathala ameria,Falcate Oakblue,,,,,,,,,,,,,,,,,,,,
1290,Lycaenidae,Theclinae,Arhopalini,Apporasa atkinsoni,Crenulate Oakblue,,,,,,,,,,,,,,,,,,,,
1291,Lycaenidae,Theclinae,Arhopalini,Arhopala aberrans,Pale Bushblue,,,,,,,,,,,,,,,,,,,,
1292,Lycaenidae,Theclinae,Arhopalini,Arhopala abseus,Aberrant Oakblue,,,,,,,,,,,,,,,,,,,,
1293,Lycaenidae,Theclinae,Arhopalini,Arhopala ace de,White-lined Oakblue,,,,,,,,,,,,,,,,,,,,
1294,Lycaenidae,Theclinae,Arhopalini,Arhopala aeeta de,Dawna Tailless Oakblue,,,,,,,,,,,,,,,,,,,,
1295,Lycaenidae,Theclinae,Arhopalini,Arhopala agrata de,Dull Oakblue,,,,,,,,,,,,,,,,,,,,
1296,Lycaenidae,Theclinae,Arhopalini,Arhopala alax,Silky Oakblue,,,,,,,,,,,,,,,,,,,,
1297,Lycaenidae,Theclinae,Arhopalini,Arhopala alea,Sahyadri Rosy Oakblue,,,,,,,,,,,,,,,,,,,,
1298,Lycaenidae,Theclinae,Arhopalini,Arhopala alesia,Pallid Oakblue,,,,,,,,,,,,,,,,,,,,
1299,Lycaenidae,Theclinae,Arhopalini,Arhopala allata,Suffused Oakblue,,,,,,,,,,,,,,,,,,,,
1300,Lycaenidae,Theclinae,Arhopalini,Arhopala ammonides,Little Cerulean Oakblue,,,,,,,,,,,,,,,,,,,,
1301,Lycaenidae,Theclinae,Arhopalini,Arhopala anarte,Magnificent Oakblue,,,,,,,,,,,,,,,,,,,,
1302,Lycaenidae,Theclinae,Arhopalini,Arhopala anthelus,Multi-spotted Oakblue,,,,,,,,,,,,,,,,,,,,
1303,Lycaenidae,Theclinae,Arhopalini,Arhopala ariel,Tiny Oakblue,,,,,,,,,,,,,,,,,,,,
1304,Lycaenidae,Theclinae,Arhopalini,Arhopala arvina,Purple-brown Tailless Oakblue,,,,,,,,,,,,,,,,,,,,
1305,Lycaenidae,Theclinae,Arhopalini,Arhopala asinarus,Broad-banded Oakblue,,,,,,,,,,,,,,,,,,,,
1306,Lycaenidae,Theclinae,Arhopalini,Arhopala asopia,Plain Tailless Oakblue,,,,,,,,,,,,,,,,,,,,
1307,Lycaenidae,Theclinae,Arhopalini,Arhopala athada,Vinous Oakblue,,,,,,,,,,,,,,,,,,,,
1308,Lycaenidae,Theclinae,Arhopalini,Arhopala atrax,Indian Oakblue,,,,,,,,,,,,,,,,,,,,
1309,Lycaenidae,Theclinae,Arhopalini,Arhopala aurelia,Grey-washed Oakblue,,,,,,,,,,,,,,,,,,,,
1310,Lycaenidae,Theclinae,Arhopalini,Arhopala bazaloides,Dusted Oakblue,,,,,,,,,,,,,,,,,,,,
1311,Lycaenidae,Theclinae,Arhopalini,Arhopala bazalus,Powdered Oakblue,,,,,,,,,,,,,,,,,,,,
1312,Lycaenidae,Theclinae,Arhopalini,Arhopala belphoebe,White-ringed Oakblue,,,,,,,,,,,,,,,,,,,,
1313,Lycaenidae,Theclinae,Arhopalini,Arhopala birmana,Conjoined Oakblue,,,,,,,,,,,,,,,,,,,,
1314,Lycaenidae,Theclinae,Arhopalini,Arhopala camdeo,Lilac Oakblue,,,,,,,,,,,,,,,,,,,,
1315,Lycaenidae,Theclinae,Arhopalini,Arhopala comica de,Comic Oakblue,,,,,,,,,,,,,,,,,,,,
